ID,BiG-SCAPE class,label
BGC0000204.1,PKSother,BGC0000204.1
BGC0000205.1,PKSother,BGC0000205.1
BGC0000208.1,PKSother,BGC0000208.1
BGC0000209.1,PKSother,BGC0000209.1
BGC0000210.1,Others,BGC0000210.1
BGC0000211.1,PKSother,BGC0000211.1
BGC0000212.1,PKSother,BGC0000212.1
BGC0000214.1,PKSother,BGC0000214.1
BGC0000215.1,PKSother,BGC0000215.1
BGC0000216.1,PKSother,BGC0000216.1
BGC0000217.1,PKSother,BGC0000217.1
BGC0000218.1,PKSother,BGC0000218.1
BGC0000219.1,PKSother,BGC0000219.1
BGC0000220.1,PKSother,BGC0000220.1
BGC0000221.1,PKSother,BGC0000221.1
BGC0000222.1,PKSother,BGC0000222.1
BGC0000223.1,PKSother,BGC0000223.1
BGC0000224.1,PKSother,BGC0000224.1
BGC0000225.1,PKSother,BGC0000225.1
BGC0000226.1,PKSother,BGC0000226.1
BGC0000227.1,PKSother,BGC0000227.1
BGC0000228.1,PKSother,BGC0000228.1
BGC0000229.1,Others,BGC0000229.1
BGC0000230.1,PKSother,BGC0000230.1
BGC0000231.1,PKSother,BGC0000231.1
BGC0000232.1,PKSother,BGC0000232.1
BGC0000233.1,PKSother,BGC0000233.1
BGC0000234.1,PKSother,BGC0000234.1
BGC0000235.1,PKSother,BGC0000235.1
BGC0000236.1,PKSother,BGC0000236.1
BGC0000237.1,PKSother,BGC0000237.1
BGC0000238.1,Others,BGC0000238.1
BGC0000239.1,Others,BGC0000239.1
BGC0000240.1,PKSother,BGC0000240.1
BGC0000241.1,PKSother,BGC0000241.1
BGC0000242.1,PKSother,BGC0000242.1
BGC0000245.1,PKSother,BGC0000245.1
BGC0000246.1,PKSother,BGC0000246.1
BGC0000247.1,Others,BGC0000247.1
BGC0000248.1,PKSother,BGC0000248.1
BGC0000253.1,PKSother,BGC0000253.1
BGC0000254.1,PKSother,BGC0000254.1
BGC0000255.1,PKSother,BGC0000255.1
BGC0000256.1,PKSother,BGC0000256.1
BGC0000257.1,PKS-NRP_Hybrids,BGC0000257.1
BGC0000261.1,PKSother,BGC0000261.1
BGC0000262.1,Others,BGC0000262.1
BGC0000263.1,PKSother,BGC0000263.1
BGC0000264.1,PKSother,BGC0000264.1
BGC0000266.1,PKSother,BGC0000266.1
BGC0000267.1,Others,BGC0000267.1
BGC0000268.1,Others,BGC0000268.1
BGC0000269.1,PKSother,BGC0000269.1
BGC0000270.1,Others,BGC0000270.1
BGC0000271.1,PKSother,BGC0000271.1
BGC0000272.1,PKSother,BGC0000272.1
BGC0000273.1,PKSother,BGC0000273.1
BGC0000274.1,Others,BGC0000274.1
BGC0000275.1,PKSother,BGC0000275.1
BGC0000279.1,PKSother,BGC0000279.1
BGC0000280.1,PKSother,BGC0000280.1
BGC0000281.1,PKSother,BGC0000281.1
BGC0000282.1,PKSother,BGC0000282.1
BGC0000284.1,PKSother,BGC0000284.1
BGC0000285.1,PKSother,BGC0000285.1
BGC0000286.1,PKSother,BGC0000286.1
BGC0000289.1,PKS-NRP_Hybrids,BGC0000289.1
BGC0000290.1,PKS-NRP_Hybrids,BGC0000290.1
BGC0000311.1,PKS-NRP_Hybrids,BGC0000311.1
BGC0000335.1,PKS-NRP_Hybrids,BGC0000335.1
BGC0000345.1,PKS-NRP_Hybrids,BGC0000345.1
BGC0000346.1,PKS-NRP_Hybrids,BGC0000346.1
BGC0000353.1,PKS-NRP_Hybrids,BGC0000353.1
BGC0000365.1,PKS-NRP_Hybrids,BGC0000365.1
BGC0000380.1,PKS-NRP_Hybrids,BGC0000380.1
BGC0000383.1,PKS-NRP_Hybrids,BGC0000383.1
BGC0000385.1,Others,BGC0000385.1
BGC0000393.1,PKS-NRP_Hybrids,BGC0000393.1
BGC0000394.1,PKS-NRP_Hybrids,BGC0000394.1
BGC0000402.1,PKS-NRP_Hybrids,BGC0000402.1
BGC0000418.1,PKS-NRP_Hybrids,BGC0000418.1
BGC0000419.1,PKS-NRP_Hybrids,BGC0000419.1
BGC0000436.1,PKS-NRP_Hybrids,BGC0000436.1
BGC0000440.1,PKS-NRP_Hybrids,BGC0000440.1
BGC0000441.1,PKS-NRP_Hybrids,BGC0000441.1
BGC0000455.1,PKS-NRP_Hybrids,BGC0000455.1
BGC0000467.1,PKS-NRP_Hybrids,BGC0000467.1
BGC0000652.1,Others,BGC0000652.1
BGC0000654.1,Others,BGC0000654.1
BGC0000679.1,PKSother,BGC0000679.1
BGC0000832.1,Others,BGC0000832.1
BGC0000833.1,Others,BGC0000833.1
BGC0000861.1,Others,BGC0000861.1
BGC0000862.1,Others,BGC0000862.1
BGC0000863.1,Others,BGC0000863.1
BGC0000864.1,Others,BGC0000864.1
BGC0000865.1,Others,BGC0000865.1
BGC0000869.1,PKSother,BGC0000869.1
BGC0000872.1,Others,BGC0000872.1
BGC0000902.1,PKSother,BGC0000902.1
BGC0000934.1,Others,BGC0000934.1
BGC0000935.1,Others,BGC0000935.1
BGC0000954.1,PKS-NRP_Hybrids,BGC0000954.1
BGC0000955.1,PKS-NRP_Hybrids,BGC0000955.1
BGC0000957.1,PKS-NRP_Hybrids,BGC0000957.1
BGC0000958.1,PKS-NRP_Hybrids,BGC0000958.1
BGC0000959.1,PKS-NRP_Hybrids,BGC0000959.1
BGC0000960.1,PKS-NRP_Hybrids,BGC0000960.1
BGC0000962.1,PKS-NRP_Hybrids,BGC0000962.1
BGC0000963.1,PKS-NRP_Hybrids,BGC0000963.1
BGC0000965.1,PKS-NRP_Hybrids,BGC0000965.1
BGC0000966.1,PKS-NRP_Hybrids,BGC0000966.1
BGC0000967.1,PKS-NRP_Hybrids,BGC0000967.1
BGC0000968.1,PKS-NRP_Hybrids,BGC0000968.1
BGC0000969.1,PKS-NRP_Hybrids,BGC0000969.1
BGC0000970.1,PKS-NRP_Hybrids,BGC0000970.1
BGC0000971.1,PKS-NRP_Hybrids,BGC0000971.1
BGC0000972.1,PKS-NRP_Hybrids,BGC0000972.1
BGC0000973.1,PKS-NRP_Hybrids,BGC0000973.1
BGC0000974.1,PKS-NRP_Hybrids,BGC0000974.1
BGC0000975.1,PKS-NRP_Hybrids,BGC0000975.1
BGC0000976.1,PKS-NRP_Hybrids,BGC0000976.1
BGC0000978.1,PKS-NRP_Hybrids,BGC0000978.1
BGC0000979.1,PKS-NRP_Hybrids,BGC0000979.1
BGC0000980.1,PKS-NRP_Hybrids,BGC0000980.1
BGC0000981.1,PKS-NRP_Hybrids,BGC0000981.1
BGC0000982.1,PKS-NRP_Hybrids,BGC0000982.1
BGC0000983.1,PKS-NRP_Hybrids,BGC0000983.1
BGC0000984.1,PKS-NRP_Hybrids,BGC0000984.1
BGC0000988.1,PKS-NRP_Hybrids,BGC0000988.1
BGC0000989.1,PKS-NRP_Hybrids,BGC0000989.1
BGC0000990.1,PKS-NRP_Hybrids,BGC0000990.1
BGC0000991.1,PKS-NRP_Hybrids,BGC0000991.1
BGC0000994.1,PKS-NRP_Hybrids,BGC0000994.1
BGC0000995.1,PKS-NRP_Hybrids,BGC0000995.1
BGC0000996.1,PKS-NRP_Hybrids,BGC0000996.1
BGC0000997.1,PKS-NRP_Hybrids,BGC0000997.1
BGC0000998.1,PKS-NRP_Hybrids,BGC0000998.1
BGC0000999.1,PKS-NRP_Hybrids,BGC0000999.1
BGC0001000.1,PKS-NRP_Hybrids,BGC0001000.1
BGC0001001.1,PKS-NRP_Hybrids,BGC0001001.1
BGC0001002.1,PKS-NRP_Hybrids,BGC0001002.1
BGC0001003.1,PKS-NRP_Hybrids,BGC0001003.1
BGC0001005.1,PKS-NRP_Hybrids,BGC0001005.1
BGC0001006.1,PKS-NRP_Hybrids,BGC0001006.1
BGC0001007.1,PKS-NRP_Hybrids,BGC0001007.1
BGC0001008.1,PKS-NRP_Hybrids,BGC0001008.1
BGC0001009.1,PKS-NRP_Hybrids,BGC0001009.1
BGC0001010.1,PKS-NRP_Hybrids,BGC0001010.1
BGC0001011.1,PKS-NRP_Hybrids,BGC0001011.1
BGC0001012.1,PKS-NRP_Hybrids,BGC0001012.1
BGC0001013.1,PKS-NRP_Hybrids,BGC0001013.1
BGC0001014.1,PKS-NRP_Hybrids,BGC0001014.1
BGC0001015.1,PKS-NRP_Hybrids,BGC0001015.1
BGC0001016.1,PKS-NRP_Hybrids,BGC0001016.1
BGC0001017.1,PKS-NRP_Hybrids,BGC0001017.1
BGC0001019.1,PKS-NRP_Hybrids,BGC0001019.1
BGC0001022.1,PKS-NRP_Hybrids,BGC0001022.1
BGC0001023.1,PKS-NRP_Hybrids,BGC0001023.1
BGC0001024.1,PKS-NRP_Hybrids,BGC0001024.1
BGC0001025.1,PKS-NRP_Hybrids,BGC0001025.1
BGC0001026.1,PKS-NRP_Hybrids,BGC0001026.1
BGC0001028.1,PKS-NRP_Hybrids,BGC0001028.1
BGC0001029.1,PKS-NRP_Hybrids,BGC0001029.1
BGC0001030.1,PKS-NRP_Hybrids,BGC0001030.1
BGC0001031.1,PKSother,BGC0001031.1
BGC0001032.1,PKSother,BGC0001032.1
BGC0001033.1,PKS-NRP_Hybrids,BGC0001033.1
BGC0001034.1,PKS-NRP_Hybrids,BGC0001034.1
BGC0001036.1,PKS-NRP_Hybrids,BGC0001036.1
BGC0001037.1,PKS-NRP_Hybrids,BGC0001037.1
BGC0001039.1,PKS-NRP_Hybrids,BGC0001039.1
BGC0001040.1,PKS-NRP_Hybrids,BGC0001040.1
BGC0001041.1,PKS-NRP_Hybrids,BGC0001041.1
BGC0001042.1,PKS-NRP_Hybrids,BGC0001042.1
BGC0001043.1,PKS-NRP_Hybrids,BGC0001043.1
BGC0001047.1,PKS-NRP_Hybrids,BGC0001047.1
BGC0001048.1,PKS-NRP_Hybrids,BGC0001048.1
BGC0001049.1,PKS-NRP_Hybrids,BGC0001049.1
BGC0001051.1,PKS-NRP_Hybrids,BGC0001051.1
BGC0001052.1,PKS-NRP_Hybrids,BGC0001052.1
BGC0001053.1,PKS-NRP_Hybrids,BGC0001053.1
BGC0001054.1,PKS-NRP_Hybrids,BGC0001054.1
BGC0001055.1,PKS-NRP_Hybrids,BGC0001055.1
BGC0001056.1,Others,BGC0001056.1
BGC0001057.1,PKS-NRP_Hybrids,BGC0001057.1
BGC0001059.1,PKS-NRP_Hybrids,BGC0001059.1
BGC0001061.1,PKSother,BGC0001061.1
BGC0001062.1,PKSother,BGC0001062.1
BGC0001063.1,PKS-NRP_Hybrids,BGC0001063.1
BGC0001064.1,PKSother,BGC0001064.1
BGC0001065.1,Others,BGC0001065.1
BGC0001066.1,PKS-NRP_Hybrids,BGC0001066.1
BGC0001069.1,PKS-NRP_Hybrids,BGC0001069.1
BGC0001070.1,PKS-NRP_Hybrids,BGC0001070.1
BGC0001071.1,PKS-NRP_Hybrids,BGC0001071.1
BGC0001072.1,Others,BGC0001072.1
BGC0001073.1,Others,BGC0001073.1
BGC0001074.1,Others,BGC0001074.1
BGC0001076.1,Others,BGC0001076.1
BGC0001077.1,PKSother,BGC0001077.1
BGC0001078.1,Others,BGC0001078.1
BGC0001079.1,Others,BGC0001079.1
BGC0001080.1,Others,BGC0001080.1
BGC0001083.1,Others,BGC0001083.1
BGC0001088.1,PKS-NRP_Hybrids,BGC0001088.1
BGC0001089.1,PKS-NRP_Hybrids,BGC0001089.1
BGC0001090.1,PKS-NRP_Hybrids,BGC0001090.1
BGC0001091.1,PKS-NRP_Hybrids,BGC0001091.1
BGC0001093.1,PKS-NRP_Hybrids,BGC0001093.1
BGC0001094.1,PKSother,BGC0001094.1
BGC0001096.1,PKS-NRP_Hybrids,BGC0001096.1
BGC0001098.1,PKS-NRP_Hybrids,BGC0001098.1
BGC0001099.1,PKS-NRP_Hybrids,BGC0001099.1
BGC0001101.1,PKS-NRP_Hybrids,BGC0001101.1
BGC0001102.1,PKS-NRP_Hybrids,BGC0001102.1
BGC0001103.1,PKS-NRP_Hybrids,BGC0001103.1
BGC0001104.1,PKSother,BGC0001104.1
BGC0001105.1,PKS-NRP_Hybrids,BGC0001105.1
BGC0001106.1,PKS-NRP_Hybrids,BGC0001106.1
BGC0001108.1,PKS-NRP_Hybrids,BGC0001108.1
BGC0001109.1,PKS-NRP_Hybrids,BGC0001109.1
BGC0001110.1,PKS-NRP_Hybrids,BGC0001110.1
BGC0001111.1,PKS-NRP_Hybrids,BGC0001111.1
BGC0001112.1,PKS-NRP_Hybrids,BGC0001112.1
BGC0001113.1,PKS-NRP_Hybrids,BGC0001113.1
BGC0001114.1,PKS-NRP_Hybrids,BGC0001114.1
BGC0001115.1,PKS-NRP_Hybrids,BGC0001115.1
BGC0001116.1,PKS-NRP_Hybrids,BGC0001116.1
BGC0001119.1,PKS-NRP_Hybrids,BGC0001119.1
BGC0001122.1,PKS-NRP_Hybrids,BGC0001122.1
BGC0001125.1,PKS-NRP_Hybrids,BGC0001125.1
BGC0001130.1,Others,BGC0001130.1
BGC0001136.1,PKS-NRP_Hybrids,BGC0001136.1
BGC0001148.1,Others,BGC0001148.1
BGC0001160.1,PKS-NRP_Hybrids,BGC0001160.1
BGC0001161.1,PKS-NRP_Hybrids,BGC0001161.1
BGC0001162.1,PKS-NRP_Hybrids,BGC0001162.1
BGC0001163.1,PKS-NRP_Hybrids,BGC0001163.1
BGC0001164.1,PKS-NRP_Hybrids,BGC0001164.1
BGC0001165.1,PKS-NRP_Hybrids,BGC0001165.1
BGC0001177.1,PKSother,BGC0001177.1
BGC0001178.1,PKS-NRP_Hybrids,BGC0001178.1
BGC0001179.1,PKSother,BGC0001179.1
BGC0001182.1,PKS-NRP_Hybrids,BGC0001182.1
BGC0001183.1,Others,BGC0001183.1
BGC0001186.1,PKSother,BGC0001186.1
BGC0001187.1,PKS-NRP_Hybrids,BGC0001187.1
BGC0001190.1,PKS-NRP_Hybrids,BGC0001190.1
BGC0001195.1,PKS-NRP_Hybrids,BGC0001195.1
BGC0001197.1,PKSother,BGC0001197.1
BGC0001202.1,PKS-NRP_Hybrids,BGC0001202.1
BGC0001203.1,PKS-NRP_Hybrids,BGC0001203.1
BGC0001212.1,PKS-NRP_Hybrids,BGC0001212.1
BGC0001213.1,PKSother,BGC0001213.1
BGC0001215.1,PKS-NRP_Hybrids,BGC0001215.1
BGC0001216.1,PKS-NRP_Hybrids,BGC0001216.1
BGC0001218.1,PKS-NRP_Hybrids,BGC0001218.1
BGC0001230.1,PKS-NRP_Hybrids,BGC0001230.1
BGC0001231.1,PKS-NRP_Hybrids,BGC0001231.1
BGC0001233.1,PKS-NRP_Hybrids,BGC0001233.1
BGC0001235.1,PKS-NRP_Hybrids,BGC0001235.1
BGC0001236.1,PKS-NRP_Hybrids,BGC0001236.1
BGC0001237.1,PKS-NRP_Hybrids,BGC0001237.1
BGC0001255.1,PKS-NRP_Hybrids,BGC0001255.1
BGC0001268.1,PKS-NRP_Hybrids,BGC0001268.1
BGC0001283.1,PKSother,BGC0001283.1
BGC0001287.1,PKS-NRP_Hybrids,BGC0001287.1
BGC0001288.1,PKSother,BGC0001288.1
BGC0001290.1,PKS-NRP_Hybrids,BGC0001290.1
BGC0001292.1,PKSother,BGC0001292.1
BGC0001299.1,PKSother,BGC0001299.1
BGC0001300.1,PKSother,BGC0001300.1
BGC0001301.1,PKSother,BGC0001301.1
BGC0001310.1,PKSother,BGC0001310.1
BGC0001327.1,PKS-NRP_Hybrids,BGC0001327.1
BGC0001328.1,PKS-NRP_Hybrids,BGC0001328.1
BGC0001329.1,PKS-NRP_Hybrids,BGC0001329.1
BGC0001331.1,PKS-NRP_Hybrids,BGC0001331.1
BGC0001332.1,PKS-NRP_Hybrids,BGC0001332.1
BGC0001342.1,PKS-NRP_Hybrids,BGC0001342.1
BGC0001344.1,PKS-NRP_Hybrids,BGC0001344.1
BGC0001350.1,PKSother,BGC0001350.1
BGC0001357.1,PKSother,BGC0001357.1
BGC0001358.1,PKS-NRP_Hybrids,BGC0001358.1
BGC0001363.1,PKS-NRP_Hybrids,BGC0001363.1
BGC0001366.1,PKSother,BGC0001366.1
BGC0001367.1,PKS-NRP_Hybrids,BGC0001367.1
BGC0001376.1,PKSother,BGC0001376.1
BGC0001381.1,PKS-NRP_Hybrids,BGC0001381.1
BGC0001383.1,PKSother,BGC0001383.1
BGC0001384.1,Others,BGC0001384.1
BGC0001386.1,PKSother,BGC0001386.1
BGC0001390.1,PKS-NRP_Hybrids,BGC0001390.1
BGC0001394.1,PKS-NRP_Hybrids,BGC0001394.1
BGC0001397.1,PKS-NRP_Hybrids,BGC0001397.1
BGC0001409.1,PKSother,BGC0001409.1
BGC0001415.1,PKS-NRP_Hybrids,BGC0001415.1
BGC0001417.1,PKS-NRP_Hybrids,BGC0001417.1
BGC0001418.1,PKS-NRP_Hybrids,BGC0001418.1
BGC0001419.1,PKS-NRP_Hybrids,BGC0001419.1
BGC0001420.1,PKS-NRP_Hybrids,BGC0001420.1
BGC0001421.1,PKS-NRP_Hybrids,BGC0001421.1
BGC0001422.1,PKS-NRP_Hybrids,BGC0001422.1
BGC0001423.1,PKS-NRP_Hybrids,BGC0001423.1
BGC0001424.1,PKS-NRP_Hybrids,BGC0001424.1
BGC0001425.1,PKS-NRP_Hybrids,BGC0001425.1
BGC0001426.1,PKS-NRP_Hybrids,BGC0001426.1
BGC0001427.1,PKS-NRP_Hybrids,BGC0001427.1
BGC0001428.1,PKS-NRP_Hybrids,BGC0001428.1
BGC0001429.1,PKS-NRP_Hybrids,BGC0001429.1
BGC0001430.1,PKS-NRP_Hybrids,BGC0001430.1
BGC0001431.1,PKS-NRP_Hybrids,BGC0001431.1
BGC0001432.1,PKS-NRP_Hybrids,BGC0001432.1
BGC0001436.1,PKS-NRP_Hybrids,BGC0001436.1
BGC0001438.1,Others,BGC0001438.1
BGC0001439.1,Others,BGC0001439.1
BGC0001443.1,PKS-NRP_Hybrids,BGC0001443.1
BGC0001444.1,PKSother,BGC0001444.1
BGC0001445.1,PKS-NRP_Hybrids,BGC0001445.1
BGC0001449.1,PKS-NRP_Hybrids,BGC0001449.1
BGC0001454.1,PKSother,BGC0001454.1
BGC0001455.1,PKS-NRP_Hybrids,BGC0001455.1
BGC0001457.1,PKS-NRP_Hybrids,BGC0001457.1
BGC0001459.1,PKS-NRP_Hybrids,BGC0001459.1
BGC0001460.1,PKS-NRP_Hybrids,BGC0001460.1
BGC0001461.1,PKS-NRP_Hybrids,BGC0001461.1
BGC0001462.1,PKS-NRP_Hybrids,BGC0001462.1
BGC0001467.1,PKS-NRP_Hybrids,BGC0001467.1
BGC0001470.1,PKSother,BGC0001470.1
BGC0001477.1,PKS-NRP_Hybrids,BGC0001477.1
BGC0001491.1,PKS-NRP_Hybrids,BGC0001491.1
BGC0001500.1,PKSother,BGC0001500.1
BGC0001503.1,PKS-NRP_Hybrids,BGC0001503.1
BGC0001511.1,PKS-NRP_Hybrids,BGC0001511.1
BGC0001512.1,PKSother,BGC0001512.1
BGC0001513.1,PKSother,BGC0001513.1
BGC0001519.1,PKS-NRP_Hybrids,BGC0001519.1
BGC0001520.1,PKSother,BGC0001520.1
BGC0001538.1,PKSother,BGC0001538.1
BGC0001543.1,PKS-NRP_Hybrids,BGC0001543.1
BGC0001544.1,PKS-NRP_Hybrids,BGC0001544.1
BGC0001553.1,PKS-NRP_Hybrids,BGC0001553.1
BGC0001556.1,PKS-NRP_Hybrids,BGC0001556.1
BGC0001557.1,PKS-NRP_Hybrids,BGC0001557.1
BGC0001558.1,Others,BGC0001558.1
BGC0001559.1,PKS-NRP_Hybrids,BGC0001559.1
BGC0001560.1,PKS-NRP_Hybrids,BGC0001560.1
BGC0001563.1,PKS-NRP_Hybrids,BGC0001563.1
BGC0001564.1,PKS-NRP_Hybrids,BGC0001564.1
BGC0001565.1,PKS-NRP_Hybrids,BGC0001565.1
BGC0001566.1,PKSother,BGC0001566.1
BGC0001568.1,Others,BGC0001568.1
BGC0001584.1,PKS-NRP_Hybrids,BGC0001584.1
BGC0001590.1,PKSother,BGC0001590.1
BGC0001596.1,PKSother,BGC0001596.1
BGC0001598.1,PKS-NRP_Hybrids,BGC0001598.1
BGC0001600.1,PKS-NRP_Hybrids,BGC0001600.1
BGC0001611.1,PKS-NRP_Hybrids,BGC0001611.1
BGC0001622.1,PKSother,BGC0001622.1
BGC0001625.1,PKSother,BGC0001625.1
BGC0001626.1,PKS-NRP_Hybrids,BGC0001626.1
BGC0001630.1,PKS-NRP_Hybrids,BGC0001630.1
BGC0001631.1,PKS-NRP_Hybrids,BGC0001631.1
BGC0001635.1,PKS-NRP_Hybrids,BGC0001635.1
BGC0001644.1,PKSother,BGC0001644.1
BGC0001646.1,Others,BGC0001646.1
BGC0001647.1,PKS-NRP_Hybrids,BGC0001647.1
BGC0001656.1,PKS-NRP_Hybrids,BGC0001656.1
BGC0001661.1,PKSother,BGC0001661.1
BGC0001663.1,PKSother,BGC0001663.1
BGC0001665.1,PKSother,BGC0001665.1
BGC0001666.1,PKS-NRP_Hybrids,BGC0001666.1
BGC0001667.1,PKS-NRP_Hybrids,BGC0001667.1
BGC0001675.1,PKSother,BGC0001675.1
BGC0001690.1,PKS-NRP_Hybrids,BGC0001690.1
BGC0001693.1,PKSother,BGC0001693.1
BGC0001695.1,PKS-NRP_Hybrids,BGC0001695.1
BGC0001702.1,PKS-NRP_Hybrids,BGC0001702.1
BGC0001703.1,PKS-NRP_Hybrids,BGC0001703.1
BGC0001704.1,PKS-NRP_Hybrids,BGC0001704.1
BGC0001705.1,PKS-NRP_Hybrids,BGC0001705.1
BGC0001711.1,PKS-NRP_Hybrids,BGC0001711.1
BGC0001719.1,PKSother,BGC0001719.1
BGC0001723.1,PKSother,BGC0001723.1
BGC0001724.1,PKS-NRP_Hybrids,BGC0001724.1
BGC0001726.1,PKS-NRP_Hybrids,BGC0001726.1
BGC0001728.1,PKS-NRP_Hybrids,BGC0001728.1
BGC0001730.1,PKSother,BGC0001730.1
BGC0001731.1,PKSother,BGC0001731.1
BGC0001732.1,PKSother,BGC0001732.1
BGC0001737.1,PKS-NRP_Hybrids,BGC0001737.1
BGC0001738.1,PKS-NRP_Hybrids,BGC0001738.1
BGC0001740.1,PKS-NRP_Hybrids,BGC0001740.1
BGC0001741.1,PKS-NRP_Hybrids,BGC0001741.1
BGC0001750.1,PKS-NRP_Hybrids,BGC0001750.1
BGC0001751.1,PKS-NRP_Hybrids,BGC0001751.1
BGC0001754.1,PKS-NRP_Hybrids,BGC0001754.1
BGC0001759.1,PKS-NRP_Hybrids,BGC0001759.1
BGC0001761.1,PKSother,BGC0001761.1
BGC0001762.1,PKSother,BGC0001762.1
BGC0001766.1,PKS-NRP_Hybrids,BGC0001766.1
BGC0001769.1,Others,BGC0001769.1
BGC0001772.1,PKS-NRP_Hybrids,BGC0001772.1
BGC0001780.1,PKS-NRP_Hybrids,BGC0001780.1
BGC0001785.1,PKS-NRP_Hybrids,BGC0001785.1
BGC0001793.1,PKS-NRP_Hybrids,BGC0001793.1
BGC0001794.1,PKS-NRP_Hybrids,BGC0001794.1
BGC0001795.1,PKSother,BGC0001795.1
BGC0001807.1,PKS-NRP_Hybrids,BGC0001807.1
BGC0001813.1,PKS-NRP_Hybrids,BGC0001813.1
BGC0001816.1,PKS-NRP_Hybrids,BGC0001816.1
BGC0001819.1,PKS-NRP_Hybrids,BGC0001819.1
BGC0001829.1,PKS-NRP_Hybrids,BGC0001829.1
BGC0001831.1,PKSother,BGC0001831.1
BGC0001835.1,PKSother,BGC0001835.1
BGC0001836.1,PKSother,BGC0001836.1
BGC0001837.1,PKSother,BGC0001837.1
BGC0001848.1,PKSother,BGC0001848.1
BGC0001851.1,Others,BGC0001851.1
BGC0001852.1,Others,BGC0001852.1
BGC0001856.1,PKS-NRP_Hybrids,BGC0001856.1
BGC0001857.1,PKS-NRP_Hybrids,BGC0001857.1
BGC0001872.1,Others,BGC0001872.1
BGC0001876.1,PKS-NRP_Hybrids,BGC0001876.1
BGC0001877.1,Others,BGC0001877.1
BGC0001881.1,PKS-NRP_Hybrids,BGC0001881.1
BGC0001884.1,PKS-NRP_Hybrids,BGC0001884.1
BGC0001885.1,PKS-NRP_Hybrids,BGC0001885.1
BGC0001895.1,PKSother,BGC0001895.1
BGC0001902.1,PKS-NRP_Hybrids,BGC0001902.1
BGC0001904.1,PKSother,BGC0001904.1
BGC0001905.1,PKSother,BGC0001905.1
BGC0001918.1,PKS-NRP_Hybrids,BGC0001918.1
BGC0001919.1,PKS-NRP_Hybrids,BGC0001919.1
BGC0001922.1,PKSother,BGC0001922.1
BGC0001923.1,PKS-NRP_Hybrids,BGC0001923.1
BGC0001927.1,PKSother,BGC0001927.1
BGC0001938.1,PKSother,BGC0001938.1
