ID,BiG-SCAPE class,label
BGC0000777.1,Others,BGC0000777.1
BGC0000778.1,Others,BGC0000778.1
BGC0000779.1,Others,BGC0000779.1
BGC0000780.1,Others,BGC0000780.1
BGC0000781.1,Others,BGC0000781.1
BGC0000782.1,Others,BGC0000782.1
BGC0000783.1,Others,BGC0000783.1
BGC0000784.1,Others,BGC0000784.1
BGC0000785.1,Others,BGC0000785.1
BGC0000786.1,Others,BGC0000786.1
BGC0000787.1,Others,BGC0000787.1
BGC0000788.1,Others,BGC0000788.1
BGC0000789.1,Others,BGC0000789.1
BGC0000790.1,Others,BGC0000790.1
BGC0000791.1,Others,BGC0000791.1
BGC0000792.1,Others,BGC0000792.1
BGC0000793.1,Others,BGC0000793.1
BGC0000794.1,Others,BGC0000794.1
BGC0000795.1,Others,BGC0000795.1
BGC0000797.1,Others,BGC0000797.1
BGC0000798.1,Others,BGC0000798.1
BGC0000799.1,Others,BGC0000799.1
BGC0000800.1,Others,BGC0000800.1
BGC0000801.1,Others,BGC0000801.1
BGC0000802.1,Others,BGC0000802.1
BGC0000803.1,Others,BGC0000803.1
BGC0000804.1,Others,BGC0000804.1
BGC0000805.1,Others,BGC0000805.1
BGC0000806.1,Others,BGC0000806.1
BGC0000807.1,Others,BGC0000807.1
BGC0000809.1,Others,BGC0000809.1
BGC0000810.1,Others,BGC0000810.1
BGC0000811.1,Others,BGC0000811.1
BGC0000812.1,Others,BGC0000812.1
BGC0000813.1,Others,BGC0000813.1
BGC0000814.1,Others,BGC0000814.1
BGC0000815.1,Others,BGC0000815.1
BGC0000816.1,Others,BGC0000816.1
BGC0000817.1,Others,BGC0000817.1
BGC0000818.1,Others,BGC0000818.1
BGC0000819.1,Others,BGC0000819.1
BGC0000820.1,Others,BGC0000820.1
BGC0000821.1,Others,BGC0000821.1
BGC0000822.1,Others,BGC0000822.1
BGC0000823.1,Others,BGC0000823.1
BGC0000825.1,Others,BGC0000825.1
BGC0000826.1,Others,BGC0000826.1
BGC0000827.1,Others,BGC0000827.1
BGC0000829.1,Others,BGC0000829.1
BGC0000830.1,Others,BGC0000830.1
BGC0000831.1,Others,BGC0000831.1
BGC0000832.1,Others,BGC0000832.1
BGC0000833.1,Others,BGC0000833.1
BGC0000834.1,Others,BGC0000834.1
BGC0000835.1,Others,BGC0000835.1
BGC0000836.1,Others,BGC0000836.1
BGC0000837.1,Others,BGC0000837.1
BGC0000838.1,Others,BGC0000838.1
BGC0000839.1,Others,BGC0000839.1
BGC0000840.1,Others,BGC0000840.1
BGC0000841.1,Others,BGC0000841.1
BGC0000842.1,Others,BGC0000842.1
BGC0000843.1,Others,BGC0000843.1
BGC0000844.1,Others,BGC0000844.1
BGC0000845.1,Others,BGC0000845.1
BGC0000846.1,Others,BGC0000846.1
BGC0000847.1,Others,BGC0000847.1
BGC0000848.1,Others,BGC0000848.1
BGC0000849.1,Others,BGC0000849.1
BGC0000850.1,Others,BGC0000850.1
BGC0000851.1,Others,BGC0000851.1
BGC0000852.1,Others,BGC0000852.1
BGC0000853.1,Others,BGC0000853.1
BGC0000854.1,Others,BGC0000854.1
BGC0000855.1,Others,BGC0000855.1
BGC0000856.1,Others,BGC0000856.1
BGC0000857.1,Others,BGC0000857.1
BGC0000858.1,Others,BGC0000858.1
BGC0000859.1,Others,BGC0000859.1
BGC0000860.1,Others,BGC0000860.1
BGC0000861.1,Others,BGC0000861.1
BGC0000862.1,Others,BGC0000862.1
BGC0000863.1,Others,BGC0000863.1
BGC0000864.1,Others,BGC0000864.1
BGC0000865.1,Others,BGC0000865.1
BGC0000866.1,Others,BGC0000866.1
BGC0000867.1,Others,BGC0000867.1
BGC0000868.1,Others,BGC0000868.1
BGC0000870.1,Others,BGC0000870.1
BGC0000872.1,Others,BGC0000872.1
BGC0000873.1,Others,BGC0000873.1
BGC0000877.1,Others,BGC0000877.1
BGC0000878.1,Others,BGC0000878.1
BGC0000879.1,Others,BGC0000879.1
BGC0000880.1,Others,BGC0000880.1
BGC0000881.1,Others,BGC0000881.1
BGC0000882.1,Others,BGC0000882.1
BGC0000883.1,Others,BGC0000883.1
BGC0000884.1,Others,BGC0000884.1
BGC0000885.1,Others,BGC0000885.1
BGC0000886.1,Others,BGC0000886.1
BGC0000887.1,Others,BGC0000887.1
BGC0000888.1,Others,BGC0000888.1
BGC0000889.1,Others,BGC0000889.1
BGC0000890.1,Others,BGC0000890.1
BGC0000891.1,Others,BGC0000891.1
BGC0000892.1,Others,BGC0000892.1
BGC0000894.1,Others,BGC0000894.1
BGC0000895.1,Others,BGC0000895.1
BGC0000896.1,Others,BGC0000896.1
BGC0000897.1,Others,BGC0000897.1
BGC0000898.1,Others,BGC0000898.1
BGC0000899.1,Others,BGC0000899.1
BGC0000903.1,Others,BGC0000903.1
BGC0000904.1,Others,BGC0000904.1
BGC0000905.1,Others,BGC0000905.1
BGC0000906.1,Others,BGC0000906.1
BGC0000907.1,Others,BGC0000907.1
BGC0000908.1,Others,BGC0000908.1
BGC0000909.1,Others,BGC0000909.1
BGC0000910.1,Others,BGC0000910.1
BGC0000911.1,Others,BGC0000911.1
BGC0000912.1,Others,BGC0000912.1
BGC0000913.1,Others,BGC0000913.1
BGC0000914.1,Others,BGC0000914.1
BGC0000915.1,Others,BGC0000915.1
BGC0000916.1,Others,BGC0000916.1
BGC0000917.1,Others,BGC0000917.1
BGC0000918.1,Others,BGC0000918.1
BGC0000919.1,Others,BGC0000919.1
BGC0000920.1,Others,BGC0000920.1
BGC0000922.1,Others,BGC0000922.1
BGC0000923.1,Others,BGC0000923.1
BGC0000924.1,Others,BGC0000924.1
BGC0000925.1,Others,BGC0000925.1
BGC0000926.1,Others,BGC0000926.1
BGC0000928.1,Others,BGC0000928.1
BGC0000929.1,Others,BGC0000929.1
BGC0000932.1,Others,BGC0000932.1
BGC0000933.1,Others,BGC0000933.1
BGC0000934.1,Others,BGC0000934.1
BGC0000935.1,Others,BGC0000935.1
BGC0000936.1,Others,BGC0000936.1
BGC0000937.1,Others,BGC0000937.1
BGC0000938.1,Others,BGC0000938.1
BGC0000939.1,Others,BGC0000939.1
BGC0000940.1,Others,BGC0000940.1
BGC0000941.1,Others,BGC0000941.1
BGC0000942.1,Others,BGC0000942.1
BGC0000943.1,Others,BGC0000943.1
BGC0000944.1,Others,BGC0000944.1
BGC0000946.1,Others,BGC0000946.1
BGC0000947.1,Others,BGC0000947.1
BGC0000948.1,Others,BGC0000948.1
BGC0000949.1,Others,BGC0000949.1
BGC0000956.1,Others,BGC0000956.1
BGC0000961.1,Others,BGC0000961.1
BGC0000977.1,Others,BGC0000977.1
BGC0000986.1,Others,BGC0000986.1
BGC0000992.1,Others,BGC0000992.1
BGC0001004.1,Others,BGC0001004.1
BGC0001020.1,Others,BGC0001020.1
BGC0001035.1,Others,BGC0001035.1
BGC0001038.1,Others,BGC0001038.1
BGC0001044.1,Others,BGC0001044.1
BGC0001046.1,Others,BGC0001046.1
BGC0001056.1,Others,BGC0001056.1
BGC0001065.1,Others,BGC0001065.1
BGC0001072.1,Others,BGC0001072.1
BGC0001073.1,Others,BGC0001073.1
BGC0001074.1,Others,BGC0001074.1
BGC0001075.1,Others,BGC0001075.1
BGC0001076.1,Others,BGC0001076.1
BGC0001078.1,Others,BGC0001078.1
BGC0001079.1,Others,BGC0001079.1
BGC0001080.1,Others,BGC0001080.1
BGC0001082.1,Others,BGC0001082.1
BGC0001083.1,Others,BGC0001083.1
BGC0001084.1,Others,BGC0001084.1
BGC0001085.1,Others,BGC0001085.1
BGC0001095.1,Others,BGC0001095.1
BGC0001120.1,Others,BGC0001120.1
BGC0001126.1,Others,BGC0001126.1
BGC0001130.1,Others,BGC0001130.1
BGC0001134.1,Others,BGC0001134.1
BGC0001137.1,Others,BGC0001137.1
BGC0001138.1,Others,BGC0001138.1
BGC0001140.1,Others,BGC0001140.1
BGC0001144.1,Others,BGC0001144.1
BGC0001148.1,Others,BGC0001148.1
BGC0001150.1,Others,BGC0001150.1
BGC0001151.1,Others,BGC0001151.1
BGC0001154.1,Others,BGC0001154.1
BGC0001156.1,Others,BGC0001156.1
BGC0001183.1,Others,BGC0001183.1
BGC0001184.1,Others,BGC0001184.1
BGC0001191.1,Others,BGC0001191.1
BGC0001198.1,Others,BGC0001198.1
BGC0001205.1,Others,BGC0001205.1
BGC0001206.1,Others,BGC0001206.1
BGC0001217.1,Others,BGC0001217.1
BGC0001219.1,Others,BGC0001219.1
BGC0001221.1,Others,BGC0001221.1
BGC0001223.1,Others,BGC0001223.1
BGC0001224.1,Others,BGC0001224.1
BGC0001238.1,Others,BGC0001238.1
BGC0001239.1,Others,BGC0001239.1
BGC0001241.1,Others,BGC0001241.1
BGC0001248.1,Others,BGC0001248.1
BGC0001260.1,Others,BGC0001260.1
BGC0001262.1,Others,BGC0001262.1
BGC0001267.1,Others,BGC0001267.1
BGC0001285.1,Others,BGC0001285.1
BGC0001286.1,Others,BGC0001286.1
BGC0001294.1,Others,BGC0001294.1
BGC0001295.1,Others,BGC0001295.1
BGC0001297.1,Others,BGC0001297.1
BGC0001302.1,Others,BGC0001302.1
BGC0001306.1,Others,BGC0001306.1
BGC0001313.1,Others,BGC0001313.1
BGC0001314.1,Others,BGC0001314.1
BGC0001315.1,Others,BGC0001315.1
BGC0001316.1,Others,BGC0001316.1
BGC0001317.1,Others,BGC0001317.1
BGC0001318.1,Others,BGC0001318.1
BGC0001325.1,Others,BGC0001325.1
BGC0001330.1,Others,BGC0001330.1
BGC0001333.1,Others,BGC0001333.1
BGC0001334.1,Others,BGC0001334.1
BGC0001335.1,Others,BGC0001335.1
BGC0001336.1,Others,BGC0001336.1
BGC0001337.1,Others,BGC0001337.1
BGC0001339.1,Others,BGC0001339.1
BGC0001343.1,Others,BGC0001343.1
BGC0001362.1,Others,BGC0001362.1
BGC0001365.1,Others,BGC0001365.1
BGC0001369.1,Others,BGC0001369.1
BGC0001371.1,Others,BGC0001371.1
BGC0001372.1,Others,BGC0001372.1
BGC0001373.1,Others,BGC0001373.1
BGC0001374.1,Others,BGC0001374.1
BGC0001375.1,Others,BGC0001375.1
BGC0001380.1,Others,BGC0001380.1
BGC0001384.1,Others,BGC0001384.1
BGC0001387.1,Others,BGC0001387.1
BGC0001395.1,Others,BGC0001395.1
BGC0001408.1,Others,BGC0001408.1
BGC0001410.1,Others,BGC0001410.1
BGC0001411.1,Others,BGC0001411.1
BGC0001412.1,Others,BGC0001412.1
BGC0001435.1,Others,BGC0001435.1
BGC0001437.1,Others,BGC0001437.1
BGC0001438.1,Others,BGC0001438.1
BGC0001439.1,Others,BGC0001439.1
BGC0001440.1,Others,BGC0001440.1
BGC0001441.1,Others,BGC0001441.1
BGC0001452.1,Others,BGC0001452.1
BGC0001453.1,Others,BGC0001453.1
BGC0001458.1,Others,BGC0001458.1
BGC0001463.1,Others,BGC0001463.1
BGC0001464.1,Others,BGC0001464.1
BGC0001465.1,Others,BGC0001465.1
BGC0001468.1,Others,BGC0001468.1
BGC0001476.1,Others,BGC0001476.1
BGC0001478.1,Others,BGC0001478.1
BGC0001480.1,Others,BGC0001480.1
BGC0001483.1,Others,BGC0001483.1
BGC0001484.1,Others,BGC0001484.1
BGC0001487.1,Others,BGC0001487.1
BGC0001488.1,Others,BGC0001488.1
BGC0001498.1,Others,BGC0001498.1
BGC0001499.1,Others,BGC0001499.1
BGC0001501.1,Others,BGC0001501.1
BGC0001510.1,Others,BGC0001510.1
BGC0001514.1,Others,BGC0001514.1
BGC0001521.1,Others,BGC0001521.1
BGC0001522.1,Others,BGC0001522.1
BGC0001525.1,Others,BGC0001525.1
BGC0001526.1,Others,BGC0001526.1
BGC0001528.1,Others,BGC0001528.1
BGC0001529.1,Others,BGC0001529.1
BGC0001530.1,Others,BGC0001530.1
BGC0001531.1,Others,BGC0001531.1
BGC0001534.1,Others,BGC0001534.1
BGC0001535.1,Others,BGC0001535.1
BGC0001540.1,Others,BGC0001540.1
BGC0001547.1,Others,BGC0001547.1
BGC0001551.1,Others,BGC0001551.1
BGC0001554.1,Others,BGC0001554.1
BGC0001555.1,Others,BGC0001555.1
BGC0001558.1,Others,BGC0001558.1
BGC0001562.1,Others,BGC0001562.1
BGC0001568.1,Others,BGC0001568.1
BGC0001569.1,Others,BGC0001569.1
BGC0001571.1,Others,BGC0001571.1
BGC0001572.1,Others,BGC0001572.1
BGC0001577.1,Others,BGC0001577.1
BGC0001580.1,Others,BGC0001580.1
BGC0001582.1,Others,BGC0001582.1
BGC0001586.1,Others,BGC0001586.1
BGC0001587.1,Others,BGC0001587.1
BGC0001588.1,Others,BGC0001588.1
BGC0001589.1,Others,BGC0001589.1
BGC0001591.1,Others,BGC0001591.1
BGC0001592.1,Others,BGC0001592.1
BGC0001593.1,Others,BGC0001593.1
BGC0001594.1,Others,BGC0001594.1
BGC0001595.1,Others,BGC0001595.1
BGC0001605.1,Others,BGC0001605.1
BGC0001607.1,Others,BGC0001607.1
BGC0001610.1,Others,BGC0001610.1
BGC0001612.1,Others,BGC0001612.1
BGC0001616.1,Others,BGC0001616.1
BGC0001619.1,Others,BGC0001619.1
BGC0001620.1,Others,BGC0001620.1
BGC0001623.1,Others,BGC0001623.1
BGC0001624.1,Others,BGC0001624.1
BGC0001633.1,Others,BGC0001633.1
BGC0001638.1,Others,BGC0001638.1
BGC0001639.1,Others,BGC0001639.1
BGC0001646.1,Others,BGC0001646.1
BGC0001651.1,Others,BGC0001651.1
BGC0001654.1,Others,BGC0001654.1
BGC0001659.1,Others,BGC0001659.1
BGC0001664.1,Others,BGC0001664.1
BGC0001669.1,Others,BGC0001669.1
BGC0001671.1,Others,BGC0001671.1
BGC0001678.1,Others,BGC0001678.1
BGC0001681.1,Others,BGC0001681.1
BGC0001682.1,Others,BGC0001682.1
BGC0001683.1,Others,BGC0001683.1
BGC0001684.1,Others,BGC0001684.1
BGC0001685.1,Others,BGC0001685.1
BGC0001687.1,Others,BGC0001687.1
BGC0001688.1,Others,BGC0001688.1
BGC0001706.1,Others,BGC0001706.1
BGC0001710.1,Others,BGC0001710.1
BGC0001712.1,Others,BGC0001712.1
BGC0001713.1,Others,BGC0001713.1
BGC0001717.1,Others,BGC0001717.1
BGC0001718.1,Others,BGC0001718.1
BGC0001725.1,Others,BGC0001725.1
BGC0001736.1,Others,BGC0001736.1
BGC0001739.1,Others,BGC0001739.1
BGC0001747.1,Others,BGC0001747.1
BGC0001757.1,Others,BGC0001757.1
BGC0001763.1,Others,BGC0001763.1
BGC0001765.1,Others,BGC0001765.1
BGC0001769.1,Others,BGC0001769.1
BGC0001771.1,Others,BGC0001771.1
BGC0001774.1,Others,BGC0001774.1
BGC0001775.1,Others,BGC0001775.1
BGC0001776.1,Others,BGC0001776.1
BGC0001777.1,Others,BGC0001777.1
BGC0001778.1,Others,BGC0001778.1
BGC0001779.1,Others,BGC0001779.1
BGC0001782.1,Others,BGC0001782.1
BGC0001783.1,Others,BGC0001783.1
BGC0001799.1,Others,BGC0001799.1
BGC0001800.1,Others,BGC0001800.1
BGC0001808.1,Others,BGC0001808.1
BGC0001809.1,Others,BGC0001809.1
BGC0001810.1,Others,BGC0001810.1
BGC0001814.1,Others,BGC0001814.1
BGC0001817.1,Others,BGC0001817.1
BGC0001847.1,Others,BGC0001847.1
BGC0001850.1,Others,BGC0001850.1
BGC0001851.1,Others,BGC0001851.1
BGC0001852.1,Others,BGC0001852.1
BGC0001859.1,Others,BGC0001859.1
BGC0001864.1,Others,BGC0001864.1
BGC0001868.1,Others,BGC0001868.1
BGC0001870.1,Others,BGC0001870.1
BGC0001872.1,Others,BGC0001872.1
BGC0001874.1,Others,BGC0001874.1
BGC0001877.1,Others,BGC0001877.1
BGC0001882.1,Others,BGC0001882.1
BGC0001883.1,Others,BGC0001883.1
BGC0001887.1,Others,BGC0001887.1
BGC0001888.1,Others,BGC0001888.1
BGC0001891.1,Others,BGC0001891.1
BGC0001893.1,Others,BGC0001893.1
BGC0001894.1,Others,BGC0001894.1
BGC0001896.1,Others,BGC0001896.1
BGC0001897.1,Others,BGC0001897.1
BGC0001898.1,Others,BGC0001898.1
BGC0001914.1,Others,BGC0001914.1
BGC0001915.1,Others,BGC0001915.1
BGC0001917.1,Others,BGC0001917.1
BGC0001924.1,Others,BGC0001924.1
BGC0001925.1,Others,BGC0001925.1
BGC0001928.1,Others,BGC0001928.1
BGC0001931.1,Others,BGC0001931.1
BGC0001935.1,Others,BGC0001935.1
BGC0001936.1,Others,BGC0001936.1
BGC0001937.1,Others,BGC0001937.1
BGC0001946.1,Others,BGC0001946.1
BGC0001947.1,Others,BGC0001947.1
BGC0001948.1,Others,BGC0001948.1
BGC0001949.1,Others,BGC0001949.1
BGC0001959.1,Others,BGC0001959.1
BGC0001965.1,Others,BGC0001965.1
BGC0001967.1,Others,BGC0001967.1
BGC0001972.1,Others,BGC0001972.1
BGC0001973.1,Others,BGC0001973.1
BGC0001974.1,Others,BGC0001974.1
BGC0001975.1,Others,BGC0001975.1
BGC0001979.1,Others,BGC0001979.1
BGC0001983.1,Others,BGC0001983.1
BGC0001985.1,Others,BGC0001985.1
BGC0001986.1,Others,BGC0001986.1
BGC0001987.1,Others,BGC0001987.1
BGC0001989.1,Others,BGC0001989.1
BGC0001990.1,Others,BGC0001990.1
BGC0001991.1,Others,BGC0001991.1
BGC0001992.1,Others,BGC0001992.1
BGC0001994.1,Others,BGC0001994.1
BGC0001996.1,Others,BGC0001996.1
BGC0002002.1,Others,BGC0002002.1
BGC0002005.1,Others,BGC0002005.1
BGC0002008.1,Others,BGC0002008.1
BGC0002009.1,Others,BGC0002009.1
BGC0002010.1,Others,BGC0002010.1
BGC0002014.1,Others,BGC0002014.1
BGC0002018.1,Others,BGC0002018.1
BGC0002020.1,Others,BGC0002020.1
BGC0002029.1,Others,BGC0002029.1
BGC0002031.1,Others,BGC0002031.1
BGC0002033.1,Others,BGC0002033.1
BGC0002036.1,Others,BGC0002036.1
NZ_JNXG01000001.region001,Others,NZ
NZ_JNXG01000003.region001,Others,NZ
NZ_JNXG01000009.region002,Others,NZ
NZ_JNXG01000018.region003,Others,NZ
NZ_JNXG01000018.region004,Others,NZ
NZ_JNXG01000020.region001,Others,NZ
NZ_JNXG01000021.region003,Others,NZ
NZ_JNXG01000028.region001,Others,NZ
