ID,BiG-SCAPE class,label
BGC0000313.1,NRPS,BGC0000313.1
BGC0000314.1,Others,BGC0000314.1
BGC0000315.1,NRPS,BGC0000315.1
BGC0000316.1,NRPS,BGC0000316.1
BGC0000317.1,NRPS,BGC0000317.1
BGC0000319.1,NRPS,BGC0000319.1
BGC0000320.1,NRPS,BGC0000320.1
BGC0000321.1,NRPS,BGC0000321.1
BGC0000323.1,NRPS,BGC0000323.1
BGC0000324.1,NRPS,BGC0000324.1
BGC0000325.1,NRPS,BGC0000325.1
BGC0000326.1,NRPS,BGC0000326.1
BGC0000327.1,NRPS,BGC0000327.1
BGC0000328.1,NRPS,BGC0000328.1
BGC0000329.1,Others,BGC0000329.1
BGC0000330.1,NRPS,BGC0000330.1
BGC0000331.1,NRPS,BGC0000331.1
BGC0000332.1,NRPS,BGC0000332.1
BGC0000333.1,Others,BGC0000333.1
BGC0000334.1,NRPS,BGC0000334.1
BGC0000335.1,PKS-NRP_Hybrids,BGC0000335.1
BGC0000336.1,NRPS,BGC0000336.1
BGC0000337.1,NRPS,BGC0000337.1
BGC0000339.1,NRPS,BGC0000339.1
BGC0000340.1,NRPS,BGC0000340.1
BGC0000341.1,NRPS,BGC0000341.1
BGC0000342.1,NRPS,BGC0000342.1
BGC0000343.1,NRPS,BGC0000343.1
BGC0000344.1,NRPS,BGC0000344.1
BGC0000345.1,PKS-NRP_Hybrids,BGC0000345.1
BGC0000346.1,PKS-NRP_Hybrids,BGC0000346.1
BGC0000347.1,NRPS,BGC0000347.1
BGC0000348.1,NRPS,BGC0000348.1
BGC0000349.1,NRPS,BGC0000349.1
BGC0000350.1,NRPS,BGC0000350.1
BGC0000351.1,NRPS,BGC0000351.1
BGC0000352.1,NRPS,BGC0000352.1
BGC0000353.1,PKS-NRP_Hybrids,BGC0000353.1
BGC0000354.1,NRPS,BGC0000354.1
BGC0000355.1,NRPS,BGC0000355.1
BGC0000356.1,Others,BGC0000356.1
BGC0000357.1,NRPS,BGC0000357.1
BGC0000359.1,NRPS,BGC0000359.1
BGC0000360.1,NRPS,BGC0000360.1
BGC0000361.1,NRPS,BGC0000361.1
BGC0000362.1,NRPS,BGC0000362.1
BGC0000363.1,NRPS,BGC0000363.1
BGC0000364.1,NRPS,BGC0000364.1
BGC0000365.1,PKS-NRP_Hybrids,BGC0000365.1
BGC0000366.1,NRPS,BGC0000366.1
BGC0000367.1,NRPS,BGC0000367.1
BGC0000368.1,NRPS,BGC0000368.1
BGC0000369.1,NRPS,BGC0000369.1
BGC0000371.1,NRPS,BGC0000371.1
BGC0000372.1,Others,BGC0000372.1
BGC0000373.1,NRPS,BGC0000373.1
BGC0000374.1,NRPS,BGC0000374.1
BGC0000375.1,NRPS,BGC0000375.1
BGC0000376.1,NRPS,BGC0000376.1
BGC0000377.1,NRPS,BGC0000377.1
BGC0000378.1,NRPS,BGC0000378.1
BGC0000379.1,NRPS,BGC0000379.1
BGC0000380.1,PKS-NRP_Hybrids,BGC0000380.1
BGC0000381.1,NRPS,BGC0000381.1
BGC0000382.1,NRPS,BGC0000382.1
BGC0000383.1,PKS-NRP_Hybrids,BGC0000383.1
BGC0000384.1,Others,BGC0000384.1
BGC0000385.1,Others,BGC0000385.1
BGC0000388.1,NRPS,BGC0000388.1
BGC0000389.1,NRPS,BGC0000389.1
BGC0000391.1,Others,BGC0000391.1
BGC0000392.1,NRPS,BGC0000392.1
BGC0000393.1,PKS-NRP_Hybrids,BGC0000393.1
BGC0000394.1,PKS-NRP_Hybrids,BGC0000394.1
BGC0000395.1,NRPS,BGC0000395.1
BGC0000396.1,NRPS,BGC0000396.1
BGC0000397.1,NRPS,BGC0000397.1
BGC0000398.1,NRPS,BGC0000398.1
BGC0000399.1,NRPS,BGC0000399.1
BGC0000400.1,NRPS,BGC0000400.1
BGC0000401.1,NRPS,BGC0000401.1
BGC0000402.1,PKS-NRP_Hybrids,BGC0000402.1
BGC0000403.1,NRPS,BGC0000403.1
BGC0000404.1,NRPS,BGC0000404.1
BGC0000405.1,NRPS,BGC0000405.1
BGC0000406.1,Others,BGC0000406.1
BGC0000407.1,NRPS,BGC0000407.1
BGC0000408.1,NRPS,BGC0000408.1
BGC0000409.1,NRPS,BGC0000409.1
BGC0000410.1,NRPS,BGC0000410.1
BGC0000411.1,NRPS,BGC0000411.1
BGC0000412.1,NRPS,BGC0000412.1
BGC0000413.1,NRPS,BGC0000413.1
BGC0000414.1,NRPS,BGC0000414.1
BGC0000415.1,NRPS,BGC0000415.1
BGC0000416.1,NRPS,BGC0000416.1
BGC0000417.1,NRPS,BGC0000417.1
BGC0000418.1,PKS-NRP_Hybrids,BGC0000418.1
BGC0000419.1,PKS-NRP_Hybrids,BGC0000419.1
BGC0000420.1,Others,BGC0000420.1
BGC0000421.1,NRPS,BGC0000421.1
BGC0000422.1,Others,BGC0000422.1
BGC0000423.1,NRPS,BGC0000423.1
BGC0000424.1,NRPS,BGC0000424.1
BGC0000425.1,NRPS,BGC0000425.1
BGC0000426.1,NRPS,BGC0000426.1
BGC0000427.1,NRPS,BGC0000427.1
BGC0000428.1,NRPS,BGC0000428.1
BGC0000429.1,Others,BGC0000429.1
BGC0000430.1,NRPS,BGC0000430.1
BGC0000431.1,NRPS,BGC0000431.1
BGC0000432.1,NRPS,BGC0000432.1
BGC0000433.1,NRPS,BGC0000433.1
BGC0000434.1,NRPS,BGC0000434.1
BGC0000435.1,NRPS,BGC0000435.1
BGC0000436.1,PKS-NRP_Hybrids,BGC0000436.1
BGC0000437.1,NRPS,BGC0000437.1
BGC0000438.1,NRPS,BGC0000438.1
BGC0000439.1,NRPS,BGC0000439.1
BGC0000440.1,PKS-NRP_Hybrids,BGC0000440.1
BGC0000441.1,PKS-NRP_Hybrids,BGC0000441.1
BGC0000442.1,Others,BGC0000442.1
BGC0000443.1,NRPS,BGC0000443.1
BGC0000444.1,NRPS,BGC0000444.1
BGC0000445.1,NRPS,BGC0000445.1
BGC0000446.1,NRPS,BGC0000446.1
BGC0000447.1,NRPS,BGC0000447.1
BGC0000448.1,NRPS,BGC0000448.1
BGC0000449.1,NRPS,BGC0000449.1
BGC0000450.1,NRPS,BGC0000450.1
BGC0000452.1,NRPS,BGC0000452.1
BGC0000453.1,NRPS,BGC0000453.1
BGC0000454.1,NRPS,BGC0000454.1
BGC0000455.1,PKS-NRP_Hybrids,BGC0000455.1
BGC0000457.1,NRPS,BGC0000457.1
BGC0000458.1,NRPS,BGC0000458.1
BGC0000459.1,Others,BGC0000459.1
BGC0000460.1,NRPS,BGC0000460.1
BGC0000461.1,NRPS,BGC0000461.1
BGC0000463.1,NRPS,BGC0000463.1
BGC0000464.1,NRPS,BGC0000464.1
BGC0000465.1,NRPS,BGC0000465.1
BGC0000467.1,PKS-NRP_Hybrids,BGC0000467.1
BGC0000712.1,Others,BGC0000712.1
BGC0000727.1,NRPS,BGC0000727.1
BGC0000816.1,Others,BGC0000816.1
BGC0000818.1,Others,BGC0000818.1
BGC0000819.1,Others,BGC0000819.1
BGC0000871.1,NRPS,BGC0000871.1
BGC0000876.1,NRPS,BGC0000876.1
BGC0000893.1,NRPS,BGC0000893.1
BGC0000900.1,NRPS,BGC0000900.1
BGC0000901.1,NRPS,BGC0000901.1
BGC0000921.1,NRPS,BGC0000921.1
BGC0000949.1,Others,BGC0000949.1
BGC0000950.1,NRPS,BGC0000950.1
BGC0000951.1,NRPS,BGC0000951.1
BGC0000953.1,NRPS,BGC0000953.1
BGC0000954.1,PKS-NRP_Hybrids,BGC0000954.1
BGC0000955.1,PKS-NRP_Hybrids,BGC0000955.1
BGC0000956.1,Others,BGC0000956.1
BGC0000957.1,PKS-NRP_Hybrids,BGC0000957.1
BGC0000958.1,PKS-NRP_Hybrids,BGC0000958.1
BGC0000959.1,PKS-NRP_Hybrids,BGC0000959.1
BGC0000960.1,PKS-NRP_Hybrids,BGC0000960.1
BGC0000961.1,Others,BGC0000961.1
BGC0000962.1,PKS-NRP_Hybrids,BGC0000962.1
BGC0000963.1,PKS-NRP_Hybrids,BGC0000963.1
BGC0000964.1,NRPS,BGC0000964.1
BGC0000965.1,PKS-NRP_Hybrids,BGC0000965.1
BGC0000966.1,PKS-NRP_Hybrids,BGC0000966.1
BGC0000967.1,PKS-NRP_Hybrids,BGC0000967.1
BGC0000968.1,PKS-NRP_Hybrids,BGC0000968.1
BGC0000969.1,PKS-NRP_Hybrids,BGC0000969.1
BGC0000970.1,PKS-NRP_Hybrids,BGC0000970.1
BGC0000971.1,PKS-NRP_Hybrids,BGC0000971.1
BGC0000972.1,PKS-NRP_Hybrids,BGC0000972.1
BGC0000973.1,PKS-NRP_Hybrids,BGC0000973.1
BGC0000974.1,PKS-NRP_Hybrids,BGC0000974.1
BGC0000975.1,PKS-NRP_Hybrids,BGC0000975.1
BGC0000976.1,PKS-NRP_Hybrids,BGC0000976.1
BGC0000977.1,Others,BGC0000977.1
BGC0000978.1,PKS-NRP_Hybrids,BGC0000978.1
BGC0000979.1,PKS-NRP_Hybrids,BGC0000979.1
BGC0000980.1,PKS-NRP_Hybrids,BGC0000980.1
BGC0000981.1,PKS-NRP_Hybrids,BGC0000981.1
BGC0000982.1,PKS-NRP_Hybrids,BGC0000982.1
BGC0000983.1,PKS-NRP_Hybrids,BGC0000983.1
BGC0000984.1,PKS-NRP_Hybrids,BGC0000984.1
BGC0000985.1,NRPS,BGC0000985.1
BGC0000986.1,Others,BGC0000986.1
BGC0000988.1,PKS-NRP_Hybrids,BGC0000988.1
BGC0000989.1,PKS-NRP_Hybrids,BGC0000989.1
BGC0000990.1,PKS-NRP_Hybrids,BGC0000990.1
BGC0000991.1,PKS-NRP_Hybrids,BGC0000991.1
BGC0000992.1,Others,BGC0000992.1
BGC0000993.1,NRPS,BGC0000993.1
BGC0000994.1,PKS-NRP_Hybrids,BGC0000994.1
BGC0000995.1,PKS-NRP_Hybrids,BGC0000995.1
BGC0000996.1,PKS-NRP_Hybrids,BGC0000996.1
BGC0000997.1,PKS-NRP_Hybrids,BGC0000997.1
BGC0000998.1,PKS-NRP_Hybrids,BGC0000998.1
BGC0000999.1,PKS-NRP_Hybrids,BGC0000999.1
BGC0001000.1,PKS-NRP_Hybrids,BGC0001000.1
BGC0001001.1,PKS-NRP_Hybrids,BGC0001001.1
BGC0001002.1,PKS-NRP_Hybrids,BGC0001002.1
BGC0001003.1,PKS-NRP_Hybrids,BGC0001003.1
BGC0001005.1,PKS-NRP_Hybrids,BGC0001005.1
BGC0001006.1,PKS-NRP_Hybrids,BGC0001006.1
BGC0001007.1,PKS-NRP_Hybrids,BGC0001007.1
BGC0001008.1,PKS-NRP_Hybrids,BGC0001008.1
BGC0001009.1,PKS-NRP_Hybrids,BGC0001009.1
BGC0001010.1,PKS-NRP_Hybrids,BGC0001010.1
BGC0001011.1,PKS-NRP_Hybrids,BGC0001011.1
BGC0001012.1,PKS-NRP_Hybrids,BGC0001012.1
BGC0001013.1,PKS-NRP_Hybrids,BGC0001013.1
BGC0001014.1,PKS-NRP_Hybrids,BGC0001014.1
BGC0001015.1,PKS-NRP_Hybrids,BGC0001015.1
BGC0001016.1,PKS-NRP_Hybrids,BGC0001016.1
BGC0001017.1,PKS-NRP_Hybrids,BGC0001017.1
BGC0001018.1,NRPS,BGC0001018.1
BGC0001019.1,PKS-NRP_Hybrids,BGC0001019.1
BGC0001020.1,Others,BGC0001020.1
BGC0001021.1,NRPS,BGC0001021.1
BGC0001022.1,PKS-NRP_Hybrids,BGC0001022.1
BGC0001023.1,PKS-NRP_Hybrids,BGC0001023.1
BGC0001024.1,PKS-NRP_Hybrids,BGC0001024.1
BGC0001025.1,PKS-NRP_Hybrids,BGC0001025.1
BGC0001026.1,PKS-NRP_Hybrids,BGC0001026.1
BGC0001027.1,NRPS,BGC0001027.1
BGC0001028.1,PKS-NRP_Hybrids,BGC0001028.1
BGC0001029.1,PKS-NRP_Hybrids,BGC0001029.1
BGC0001030.1,PKS-NRP_Hybrids,BGC0001030.1
BGC0001033.1,PKS-NRP_Hybrids,BGC0001033.1
BGC0001034.1,PKS-NRP_Hybrids,BGC0001034.1
BGC0001035.1,Others,BGC0001035.1
BGC0001036.1,PKS-NRP_Hybrids,BGC0001036.1
BGC0001037.1,PKS-NRP_Hybrids,BGC0001037.1
BGC0001039.1,PKS-NRP_Hybrids,BGC0001039.1
BGC0001040.1,PKS-NRP_Hybrids,BGC0001040.1
BGC0001041.1,PKS-NRP_Hybrids,BGC0001041.1
BGC0001042.1,PKS-NRP_Hybrids,BGC0001042.1
BGC0001043.1,PKS-NRP_Hybrids,BGC0001043.1
BGC0001044.1,Others,BGC0001044.1
BGC0001045.1,NRPS,BGC0001045.1
BGC0001046.1,Others,BGC0001046.1
BGC0001047.1,PKS-NRP_Hybrids,BGC0001047.1
BGC0001048.1,PKS-NRP_Hybrids,BGC0001048.1
BGC0001049.1,PKS-NRP_Hybrids,BGC0001049.1
BGC0001050.1,NRPS,BGC0001050.1
BGC0001051.1,PKS-NRP_Hybrids,BGC0001051.1
BGC0001052.1,PKS-NRP_Hybrids,BGC0001052.1
BGC0001053.1,PKS-NRP_Hybrids,BGC0001053.1
BGC0001054.1,PKS-NRP_Hybrids,BGC0001054.1
BGC0001055.1,PKS-NRP_Hybrids,BGC0001055.1
BGC0001056.1,Others,BGC0001056.1
BGC0001057.1,PKS-NRP_Hybrids,BGC0001057.1
BGC0001058.1,NRPS,BGC0001058.1
BGC0001059.1,PKS-NRP_Hybrids,BGC0001059.1
BGC0001063.1,PKS-NRP_Hybrids,BGC0001063.1
BGC0001066.1,PKS-NRP_Hybrids,BGC0001066.1
BGC0001069.1,PKS-NRP_Hybrids,BGC0001069.1
BGC0001070.1,PKS-NRP_Hybrids,BGC0001070.1
BGC0001071.1,PKS-NRP_Hybrids,BGC0001071.1
BGC0001083.1,Others,BGC0001083.1
BGC0001084.1,Others,BGC0001084.1
BGC0001085.1,Others,BGC0001085.1
BGC0001088.1,PKS-NRP_Hybrids,BGC0001088.1
BGC0001089.1,PKS-NRP_Hybrids,BGC0001089.1
BGC0001090.1,PKS-NRP_Hybrids,BGC0001090.1
BGC0001091.1,PKS-NRP_Hybrids,BGC0001091.1
BGC0001093.1,PKS-NRP_Hybrids,BGC0001093.1
BGC0001095.1,Others,BGC0001095.1
BGC0001096.1,PKS-NRP_Hybrids,BGC0001096.1
BGC0001098.1,PKS-NRP_Hybrids,BGC0001098.1
BGC0001099.1,PKS-NRP_Hybrids,BGC0001099.1
BGC0001100.1,NRPS,BGC0001100.1
BGC0001101.1,PKS-NRP_Hybrids,BGC0001101.1
BGC0001102.1,PKS-NRP_Hybrids,BGC0001102.1
BGC0001103.1,PKS-NRP_Hybrids,BGC0001103.1
BGC0001105.1,PKS-NRP_Hybrids,BGC0001105.1
BGC0001106.1,PKS-NRP_Hybrids,BGC0001106.1
BGC0001108.1,PKS-NRP_Hybrids,BGC0001108.1
BGC0001109.1,PKS-NRP_Hybrids,BGC0001109.1
BGC0001110.1,PKS-NRP_Hybrids,BGC0001110.1
BGC0001111.1,PKS-NRP_Hybrids,BGC0001111.1
BGC0001112.1,PKS-NRP_Hybrids,BGC0001112.1
BGC0001113.1,PKS-NRP_Hybrids,BGC0001113.1
BGC0001114.1,PKS-NRP_Hybrids,BGC0001114.1
BGC0001115.1,PKS-NRP_Hybrids,BGC0001115.1
BGC0001116.1,PKS-NRP_Hybrids,BGC0001116.1
BGC0001117.1,NRPS,BGC0001117.1
BGC0001119.1,PKS-NRP_Hybrids,BGC0001119.1
BGC0001122.1,PKS-NRP_Hybrids,BGC0001122.1
BGC0001123.1,NRPS,BGC0001123.1
BGC0001125.1,PKS-NRP_Hybrids,BGC0001125.1
BGC0001127.1,NRPS,BGC0001127.1
BGC0001128.1,NRPS,BGC0001128.1
BGC0001130.1,Others,BGC0001130.1
BGC0001131.1,NRPS,BGC0001131.1
BGC0001132.1,NRPS,BGC0001132.1
BGC0001133.1,NRPS,BGC0001133.1
BGC0001135.1,NRPS,BGC0001135.1
BGC0001136.1,PKS-NRP_Hybrids,BGC0001136.1
BGC0001142.1,NRPS,BGC0001142.1
BGC0001148.1,Others,BGC0001148.1
BGC0001149.1,NRPS,BGC0001149.1
BGC0001152.1,NRPS,BGC0001152.1
BGC0001153.1,NRPS,BGC0001153.1
BGC0001160.1,PKS-NRP_Hybrids,BGC0001160.1
BGC0001161.1,PKS-NRP_Hybrids,BGC0001161.1
BGC0001162.1,PKS-NRP_Hybrids,BGC0001162.1
BGC0001163.1,PKS-NRP_Hybrids,BGC0001163.1
BGC0001164.1,PKS-NRP_Hybrids,BGC0001164.1
BGC0001165.1,PKS-NRP_Hybrids,BGC0001165.1
BGC0001166.1,NRPS,BGC0001166.1
BGC0001168.1,NRPS,BGC0001168.1
BGC0001178.1,PKS-NRP_Hybrids,BGC0001178.1
BGC0001182.1,PKS-NRP_Hybrids,BGC0001182.1
BGC0001183.1,Others,BGC0001183.1
BGC0001185.1,NRPS,BGC0001185.1
BGC0001187.1,PKS-NRP_Hybrids,BGC0001187.1
BGC0001189.1,NRPS,BGC0001189.1
BGC0001190.1,PKS-NRP_Hybrids,BGC0001190.1
BGC0001192.1,NRPS,BGC0001192.1
BGC0001193.1,NRPS,BGC0001193.1
BGC0001195.1,PKS-NRP_Hybrids,BGC0001195.1
BGC0001196.1,NRPS,BGC0001196.1
BGC0001202.1,PKS-NRP_Hybrids,BGC0001202.1
BGC0001203.1,PKS-NRP_Hybrids,BGC0001203.1
BGC0001207.1,NRPS,BGC0001207.1
BGC0001211.1,NRPS,BGC0001211.1
BGC0001212.1,PKS-NRP_Hybrids,BGC0001212.1
BGC0001214.1,NRPS,BGC0001214.1
BGC0001215.1,PKS-NRP_Hybrids,BGC0001215.1
BGC0001216.1,PKS-NRP_Hybrids,BGC0001216.1
BGC0001218.1,PKS-NRP_Hybrids,BGC0001218.1
BGC0001220.1,NRPS,BGC0001220.1
BGC0001225.1,NRPS,BGC0001225.1
BGC0001228.1,NRPS,BGC0001228.1
BGC0001230.1,PKS-NRP_Hybrids,BGC0001230.1
BGC0001231.1,PKS-NRP_Hybrids,BGC0001231.1
BGC0001233.1,PKS-NRP_Hybrids,BGC0001233.1
BGC0001235.1,PKS-NRP_Hybrids,BGC0001235.1
BGC0001236.1,PKS-NRP_Hybrids,BGC0001236.1
BGC0001237.1,PKS-NRP_Hybrids,BGC0001237.1
BGC0001240.1,NRPS,BGC0001240.1
BGC0001249.1,NRPS,BGC0001249.1
BGC0001250.1,NRPS,BGC0001250.1
BGC0001251.1,NRPS,BGC0001251.1
BGC0001255.1,PKS-NRP_Hybrids,BGC0001255.1
BGC0001261.1,NRPS,BGC0001261.1
BGC0001268.1,PKS-NRP_Hybrids,BGC0001268.1
BGC0001287.1,PKS-NRP_Hybrids,BGC0001287.1
BGC0001290.1,PKS-NRP_Hybrids,BGC0001290.1
BGC0001297.1,Others,BGC0001297.1
BGC0001312.1,NRPS,BGC0001312.1
BGC0001327.1,PKS-NRP_Hybrids,BGC0001327.1
BGC0001328.1,PKS-NRP_Hybrids,BGC0001328.1
BGC0001329.1,PKS-NRP_Hybrids,BGC0001329.1
BGC0001330.1,Others,BGC0001330.1
BGC0001331.1,PKS-NRP_Hybrids,BGC0001331.1
BGC0001332.1,PKS-NRP_Hybrids,BGC0001332.1
BGC0001341.1,NRPS,BGC0001341.1
BGC0001342.1,PKS-NRP_Hybrids,BGC0001342.1
BGC0001344.1,PKS-NRP_Hybrids,BGC0001344.1
BGC0001345.1,NRPS,BGC0001345.1
BGC0001346.1,NRPS,BGC0001346.1
BGC0001358.1,PKS-NRP_Hybrids,BGC0001358.1
BGC0001363.1,PKS-NRP_Hybrids,BGC0001363.1
BGC0001365.1,Others,BGC0001365.1
BGC0001367.1,PKS-NRP_Hybrids,BGC0001367.1
BGC0001368.1,NRPS,BGC0001368.1
BGC0001370.1,NRPS,BGC0001370.1
BGC0001371.1,Others,BGC0001371.1
BGC0001372.1,Others,BGC0001372.1
BGC0001379.1,NRPS,BGC0001379.1
BGC0001381.1,PKS-NRP_Hybrids,BGC0001381.1
BGC0001389.1,NRPS,BGC0001389.1
BGC0001390.1,PKS-NRP_Hybrids,BGC0001390.1
BGC0001393.1,NRPS,BGC0001393.1
BGC0001394.1,PKS-NRP_Hybrids,BGC0001394.1
BGC0001397.1,PKS-NRP_Hybrids,BGC0001397.1
BGC0001399.1,NRPS,BGC0001399.1
BGC0001402.1,NRPS,BGC0001402.1
BGC0001406.1,NRPS,BGC0001406.1
BGC0001413.1,NRPS,BGC0001413.1
BGC0001414.1,NRPS,BGC0001414.1
BGC0001415.1,PKS-NRP_Hybrids,BGC0001415.1
BGC0001416.1,NRPS,BGC0001416.1
BGC0001417.1,PKS-NRP_Hybrids,BGC0001417.1
BGC0001418.1,PKS-NRP_Hybrids,BGC0001418.1
BGC0001419.1,PKS-NRP_Hybrids,BGC0001419.1
BGC0001420.1,PKS-NRP_Hybrids,BGC0001420.1
BGC0001421.1,PKS-NRP_Hybrids,BGC0001421.1
BGC0001422.1,PKS-NRP_Hybrids,BGC0001422.1
BGC0001423.1,PKS-NRP_Hybrids,BGC0001423.1
BGC0001424.1,PKS-NRP_Hybrids,BGC0001424.1
BGC0001425.1,PKS-NRP_Hybrids,BGC0001425.1
BGC0001426.1,PKS-NRP_Hybrids,BGC0001426.1
BGC0001427.1,PKS-NRP_Hybrids,BGC0001427.1
BGC0001428.1,PKS-NRP_Hybrids,BGC0001428.1
BGC0001429.1,PKS-NRP_Hybrids,BGC0001429.1
BGC0001430.1,PKS-NRP_Hybrids,BGC0001430.1
BGC0001431.1,PKS-NRP_Hybrids,BGC0001431.1
BGC0001432.1,PKS-NRP_Hybrids,BGC0001432.1
BGC0001434.1,NRPS,BGC0001434.1
BGC0001435.1,Others,BGC0001435.1
BGC0001436.1,PKS-NRP_Hybrids,BGC0001436.1
BGC0001437.1,Others,BGC0001437.1
BGC0001442.1,NRPS,BGC0001442.1
BGC0001443.1,PKS-NRP_Hybrids,BGC0001443.1
BGC0001445.1,PKS-NRP_Hybrids,BGC0001445.1
BGC0001448.1,NRPS,BGC0001448.1
BGC0001449.1,PKS-NRP_Hybrids,BGC0001449.1
BGC0001451.1,NRPS,BGC0001451.1
BGC0001455.1,PKS-NRP_Hybrids,BGC0001455.1
BGC0001457.1,PKS-NRP_Hybrids,BGC0001457.1
BGC0001459.1,PKS-NRP_Hybrids,BGC0001459.1
BGC0001460.1,PKS-NRP_Hybrids,BGC0001460.1
BGC0001461.1,PKS-NRP_Hybrids,BGC0001461.1
BGC0001462.1,PKS-NRP_Hybrids,BGC0001462.1
BGC0001467.1,PKS-NRP_Hybrids,BGC0001467.1
BGC0001469.1,NRPS,BGC0001469.1
BGC0001477.1,PKS-NRP_Hybrids,BGC0001477.1
BGC0001479.1,NRPS,BGC0001479.1
BGC0001480.1,Others,BGC0001480.1
BGC0001491.1,PKS-NRP_Hybrids,BGC0001491.1
BGC0001497.1,NRPS,BGC0001497.1
BGC0001502.1,NRPS,BGC0001502.1
BGC0001503.1,PKS-NRP_Hybrids,BGC0001503.1
BGC0001509.1,NRPS,BGC0001509.1
BGC0001511.1,PKS-NRP_Hybrids,BGC0001511.1
BGC0001515.1,NRPS,BGC0001515.1
BGC0001516.1,NRPS,BGC0001516.1
BGC0001517.1,NRPS,BGC0001517.1
BGC0001518.1,NRPS,BGC0001518.1
BGC0001519.1,PKS-NRP_Hybrids,BGC0001519.1
BGC0001524.1,NRPS,BGC0001524.1
BGC0001527.1,NRPS,BGC0001527.1
BGC0001532.1,NRPS,BGC0001532.1
BGC0001536.1,NRPS,BGC0001536.1
BGC0001543.1,PKS-NRP_Hybrids,BGC0001543.1
BGC0001544.1,PKS-NRP_Hybrids,BGC0001544.1
BGC0001545.1,NRPS,BGC0001545.1
BGC0001553.1,PKS-NRP_Hybrids,BGC0001553.1
BGC0001556.1,PKS-NRP_Hybrids,BGC0001556.1
BGC0001557.1,PKS-NRP_Hybrids,BGC0001557.1
BGC0001559.1,PKS-NRP_Hybrids,BGC0001559.1
BGC0001560.1,PKS-NRP_Hybrids,BGC0001560.1
BGC0001561.1,NRPS,BGC0001561.1
BGC0001562.1,Others,BGC0001562.1
BGC0001563.1,PKS-NRP_Hybrids,BGC0001563.1
BGC0001564.1,PKS-NRP_Hybrids,BGC0001564.1
BGC0001565.1,PKS-NRP_Hybrids,BGC0001565.1
BGC0001567.1,NRPS,BGC0001567.1
BGC0001569.1,Others,BGC0001569.1
BGC0001570.1,NRPS,BGC0001570.1
BGC0001573.1,NRPS,BGC0001573.1
BGC0001574.1,NRPS,BGC0001574.1
BGC0001575.1,NRPS,BGC0001575.1
BGC0001582.1,Others,BGC0001582.1
